Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,PaymentHistory,TotalAssets,TotalLiabilities,MonthlyIncome,NetWorth,MonthlyLoanPayment,RiskScorePercentage
32,52830,467,Employed,23564,12,Single,1,Other,0,34,222642,18064,4402.5,204578,2270.339678,60.0
26,19680,576,Employed,53127,60,Divorced,0,Mortgage,0,23,241701,18740,1640.0,222961,1736.468885,60.0
40,64732,584,Self-Employed,11430,48,Married,3,Mortgage,0,23,23999,7044,5394.333333,16955,368.4832581,46.666666666666664
32,61927,577,Employed,39815,48,Married,0,Rent,0,14,32943,78599,5160.583333,10844,1305.983487,60.0
57,71337,594,Self-Employed,10895,36,Single,3,Mortgage,1,20,84763,15532,5944.75,69231,406.9559243,63.33333333333333
31,35368,584,Self-Employed,11785,48,Married,2,Rent,0,22,72696,42714,2947.333333,29982,359.0542634,66.66666666666666
23,192929,513,Employed,84996,72,Single,1,Other,0,27,64268,45778,10042.91667,18490,2823.838895,60.0
18,21278,596,Employed,24148,48,Divorced,2,Mortgage,0,21,67286,71249,1773.166667,10833,705.4649302,53.333333333333336
39,60414,538,Employed,40962,60,Married,0,Rent,0,27,96613,18473,5034.5,78140,1159.317657,60.0
33,36512,590,Employed,48865,48,Single,1,Rent,0,26,74105,29237,3042.666667,44868,1593.851526,66.66666666666666
22,31055,471,Unemployed,26622,36,Married,0,Rent,0,27,76952,19911,2587.916667,57041,1133.32996,80.0
54,57602,624,Employed,12746,108,Married,3,Mortgage,0,28,42930,10228,4800.166667,32702,271.5592412,50.0
48,111361,542,Unemployed,40020,60,Single,3,Mortgage,0,28,86716,9059,9280.083333,77657,1227.69409,53.333333333333336
39,48424,564,Self-Employed,29090,60,Married,1,Mortgage,0,22,211447,51182,4035.333333,160265,838.6576639,53.333333333333336
56,61934,609,Employed,17655,24,Single,2,Mortgage,0,30,90237,14358,5161.166667,75879,871.2174148,50.0
47,15292,599,Employed,12285,72,Divorced,4,Other,0,26,22721,69864,1274.333333,5497,345.282093,66.66666666666666
30,65260,573,Employed,22005,48,Divorced,4,Rent,0,16,73984,19827,5438.333333,54157,675.0110818,60.0
27,32159,574,Employed,18693,48,Married,1,Own,0,18,135033,48636,2679.916667,86397,612.5079786,53.333333333333336
49,52999,601,Employed,21407,60,Divorced,0,Other,0,23,83302,41104,4416.583333,42198,552.408105,60.0
44,95577,641,Employed,42765,84,Married,1,Rent,0,21,73903,43011,7964.75,30892,1008.290719,60.0
42,46089,499,Employed,30157,48,Divorced,3,Rent,0,25,101055,3682,3840.75,97373,988.9157487,66.66666666666666
29,18827,473,Employed,9443,48,Single,1,Mortgage,0,23,38143,15026,1568.916667,23117,334.1979669,53.333333333333336
47,121233,540,Employed,22339,72,Married,4,Mortgage,0,29,35533,43883,10102.75,9864,553.1946894,40.0
30,156023,506,Employed,52905,96,Married,1,Rent,0,24,20993,6089,13001.91667,14904,1447.596712,53.333333333333336
38,74351,625,Self-Employed,14358,60,Married,0,Rent,0,22,108952,25735,6195.916667,83217,360.1153296,60.0
57,23850,580,Employed,13111,24,Widowed,0,Rent,0,15,109651,236417,1987.5,2847,665.8109246,70.0
32,90784,534,Employed,59248,36,Married,3,Own,0,27,102422,5825,7565.333333,96597,2536.533323,46.666666666666664
21,30788,489,Employed,12541,84,Married,1,Rent,0,22,49093,12781,2565.666667,36312,334.9815641,66.66666666666666
27,37807,557,Self-Employed,23940,48,Married,0,Mortgage,0,22,53809,30968,3150.583333,22841,752.8176429,53.333333333333336
51,109182,604,Self-Employed,13115,36,Divorced,1,Rent,0,28,59748,72658,9098.5,9808,484.7689508,56.666666666666664
43,68509,625,Employed,17840,36,Single,0,Mortgage,0,25,54354,28598,5709.083333,25756,653.461959,46.666666666666664
38,15000,523,Employed,6866,60,Married,0,Rent,0,36,104756,17985,1250.0,86771,208.6438458,66.66666666666666
33,45027,412,Employed,12869,48,Single,1,Own,0,17,39547,15749,3752.25,23798,491.0821206,53.333333333333336
45,95060,563,Employed,5499,96,Married,0,Other,0,18,47805,227797,7921.666667,6385,138.490989,60.0
29,15000,465,Employed,50718,60,Married,1,Own,0,19,211969,7933,1250.0,204036,1778.692894,66.66666666666666
43,63731,585,Employed,18046,48,Single,2,Mortgage,0,18,23291,53463,5310.916667,3455,591.7691307,46.666666666666664
31,18340,557,Employed,16955,84,Single,1,Mortgage,0,18,473323,32434,1528.333333,440889,457.9956926,33.33333333333333
29,35782,569,Employed,9303,24,Divorced,3,Mortgage,0,25,36237,74844,2981.833333,3436,460.492201,53.333333333333336
32,65290,536,Employed,8028,48,Married,0,Rent,0,26,236960,40957,5440.833333,196003,259.0109165,60.0
35,32668,499,Self-Employed,32967,72,Divorced,4,Mortgage,0,27,12541,10161,2722.333333,2380,1024.00917,53.333333333333336
39,85808,580,Employed,15519,72,Married,3,Own,0,34,24316,66264,7150.666667,8813,413.8186071,46.666666666666664
42,19674,570,Employed,24444,48,Married,2,Mortgage,0,28,55468,51101,1639.5,4367,837.3809359,53.333333333333336
18,55240,563,Employed,25815,96,Married,1,Rent,0,26,119951,6471,4603.333333,113480,759.9594894,60.0
30,37608,479,Employed,10408,24,Married,1,Mortgage,0,38,63568,5359,3134.0,58209,556.9964049,53.333333333333336
35,33719,528,Employed,50314,12,Married,5,Other,0,22,33392,18528,2809.916667,14864,4786.242965,66.66666666666666
58,113546,638,Employed,24489,24,Married,1,Own,1,27,47720,3639,9462.166667,44081,1203.43259,56.666666666666664
27,37389,540,Employed,16958,72,Divorced,1,Rent,0,19,131981,198207,3115.75,5928,433.1943102,66.66666666666666
41,97720,597,Employed,17889,36,Married,1,Mortgage,1,15,115837,46914,8143.333333,68923,652.4345902,60.0
57,69075,524,Employed,19148,60,Married,0,Own,0,23,286833,85109,5756.25,201724,538.17681,50.0
24,45748,558,Employed,11800,12,Single,2,Mortgage,0,27,51805,22330,3812.333333,29475,1092.436734,53.333333333333336
44,37487,551,Employed,13712,48,Married,2,Own,0,26,186449,39127,3123.916667,147322,439.8311922,53.333333333333336
30,36891,561,Self-Employed,12695,36,Widowed,1,Own,0,16,46492,42007,3074.25,4485,504.3169902,53.333333333333336
33,35034,508,Unemployed,26473,36,Divorced,3,Own,0,18,317766,2280,2919.5,315486,1128.835563,46.666666666666664
30,45742,524,Employed,13774,36,Widowed,0,Mortgage,0,37,62667,19075,3811.833333,43592,544.0702373,53.333333333333336
31,108837,519,Employed,29661,36,Married,0,Mortgage,0,23,5429,8417,9069.75,2773,1177.035091,40.0
72,54271,645,Employed,19040,36,Widowed,4,Other,0,21,23308,42028,4522.583333,9519,679.9125645,63.33333333333333
50,25335,627,Employed,15788,24,Married,2,Rent,0,19,56623,43242,2111.25,13381,789.0227052,70.0
53,67408,563,Employed,18511,120,Single,1,Mortgage,0,32,40903,6716,5617.333333,34187,509.167919,50.0
45,85764,628,Employed,30690,120,Widowed,0,Mortgage,0,30,186565,27433,7147.0,159132,718.1656106,46.666666666666664
20,129322,620,Employed,36381,72,Single,2,Rent,0,38,73172,29200,10776.83333,43972,1000.532296,53.333333333333336
44,109619,533,Employed,34576,84,Married,1,Rent,0,27,98391,51168,9134.916667,47223,947.4059129,53.333333333333336
52,32436,477,Employed,24524,60,Married,5,Rent,0,19,170134,20150,2703.0,149984,810.8128131,70.0
29,42650,553,Employed,17902,24,Single,0,Rent,0,10,29812,29071,3554.166667,2616,932.5111905,66.66666666666666
51,92147,666,Employed,24362,108,Married,2,Rent,0,34,118717,91061,7678.916667,27656,506.3864367,63.33333333333333
48,77041,644,Employed,14202,36,Married,0,Mortgage,0,19,79346,20367,6420.083333,58979,505.1464498,46.666666666666664
62,15000,604,Employed,36191,60,Divorced,1,Own,0,24,256553,62963,1250.0,193590,1069.922467,56.666666666666664
34,56738,533,Unemployed,12443,48,Married,0,Mortgage,0,20,104966,28738,3034.416667,76228,395.8174884,60.0
26,60239,582,Employed,28142,36,Married,1,Other,0,24,91423,199834,5019.916667,10920,1081.59323,60.0
35,105953,540,Employed,14498,48,Married,5,Rent,1,37,46932,8350,8829.416667,38582,454.5243177,66.66666666666666
57,40195,649,Employed,21818,48,Widowed,2,Mortgage,0,25,102470,18845,3349.583333,83625,684.9115918,56.666666666666664
18,29958,530,Employed,26954,12,Married,3,Own,0,25,310475,6691,2496.5,303784,2524.629929,33.33333333333333
18,33785,601,Employed,22712,12,Married,0,Rent,0,23,80102,5815,2815.416667,74287,2054.242231,66.66666666666666
41,43456,612,Employed,49467,60,Married,3,Rent,0,29,165348,11402,3621.333333,153946,1311.185629,66.66666666666666
34,84868,579,Employed,31575,48,Married,4,Mortgage,0,29,116640,15680,7072.333333,100960,1040.333078,46.666666666666664
40,37689,539,Employed,9281,60,Widowed,1,Rent,0,28,45967,11758,3140.75,34209,281.8852476,66.66666666666666
51,116815,635,Employed,19131,72,Divorced,0,Own,0,26,40255,17746,9734.583333,22509,485.2466836,43.333333333333336
33,111378,628,Employed,23610,60,Single,3,Rent,0,29,11693,51206,9281.5,6103,651.937406,53.333333333333336
18,30841,589,Employed,12670,60,Married,0,Mortgage,0,19,47217,39267,2570.083333,7950,371.0828093,53.333333333333336
64,44150,608,Employed,25013,96,Married,0,Mortgage,1,34,118630,10820,3679.166667,107810,632.1728044,70.0
28,53447,609,Employed,16735,60,Divorced,1,Own,0,30,32405,6481,4453.916667,25924,462.7369742,46.666666666666664
27,33603,528,Employed,38018,84,Married,0,Mortgage,1,29,5614,8407,2800.25,3560,1241.284077,66.66666666666666
53,47545,616,Employed,40020,84,Divorced,1,Rent,1,26,23347,13307,3962.083333,10040,947.9368305,83.33333333333334
35,17722,433,Employed,9280,36,Married,3,Mortgage,0,25,27735,8042,1476.833333,19693,385.6685207,53.333333333333336
39,75957,574,Employed,16978,60,Married,0,Own,0,26,32921,68456,6329.75,9487,514.9838862,46.666666666666664
45,134239,613,Employed,16223,36,Single,1,Own,0,22,178014,9925,11186.58333,168089,611.8638748,40.0
53,34958,621,Employed,17508,60,Married,0,Mortgage,0,27,30165,17750,2913.166667,12415,477.6920309,56.666666666666664
35,22637,536,Employed,12668,36,Widowed,0,Rent,0,32,24385,32644,1886.416667,5982,474.0082499,66.66666666666666
58,94337,643,Unemployed,24305,48,Divorced,2,Mortgage,0,29,100442,36728,7861.416667,63714,727.6894378,63.33333333333333
18,40440,494,Employed,15192,48,Widowed,1,Own,0,27,199018,23772,3370.0,175246,498.5109439,53.333333333333336
49,25442,450,Employed,8376,60,Married,0,Mortgage,0,19,60917,23807,2120.166667,37110,257.9338214,53.333333333333336
29,41761,543,Employed,11812,60,Single,1,Own,0,22,176000,20057,3480.083333,155943,354.3315772,53.333333333333336
56,29734,669,Employed,5660,60,Widowed,4,Rent,0,30,36474,39231,2477.833333,4067,144.8019601,70.0
41,61251,568,Employed,15662,60,Married,0,Other,0,17,127052,18826,5104.25,108226,450.6074581,60.0
31,17017,575,Self-Employed,8606,60,Widowed,2,Own,1,29,23701,36214,1418.083333,5931,246.0433652,66.66666666666666
47,29730,656,Employed,11234,84,Divorced,0,Rent,0,13,73357,4508,2477.5,68849,260.5327675,66.66666666666666
50,20603,524,Employed,10153,60,Married,0,Own,0,26,38617,45974,1716.916667,6425,303.6648613,56.666666666666664
47,67200,612,Employed,6616,60,Married,2,Mortgage,0,37,166028,47084,5600.0,118944,162.639411,46.666666666666664
27,15000,601,Self-Employed,16556,96,Single,4,Rent,0,22,17139,3039,1250.0,14100,351.9271282,66.66666666666666
34,178637,586,Self-Employed,33919,24,Single,3,Own,0,23,89205,35946,14886.41667,53259,1796.561927,40.0
39,29518,577,Employed,23116,48,Divorced,2,Rent,0,23,37632,7208,2459.833333,30424,746.9176531,66.66666666666666
39,15000,611,Employed,14118,60,Married,0,Own,0,25,105116,12268,1250.0,92848,401.3655911,53.333333333333336
48,30992,518,Employed,8526,36,Single,3,Rent,0,25,56442,7264,2582.666667,49178,315.3668154,66.66666666666666
18,58116,516,Unemployed,24050,60,Married,0,Mortgage,0,24,112872,59908,4843.0,52964,712.720107,60.0
44,101098,460,Employed,42467,36,Married,0,Own,0,25,141478,120637,8424.833333,20841,1811.032177,40.0
36,52644,554,Employed,13007,48,Divorced,4,Rent,0,23,88874,6709,4387.0,82165,421.1533977,60.0
29,44051,591,Unemployed,31783,60,Married,5,Mortgage,0,25,69158,7991,3670.916667,61167,938.2601395,66.66666666666666
31,21065,570,Employed,17686,48,Married,1,Own,0,20,61850,44281,1755.416667,17569,562.2353986,53.333333333333336
37,92524,472,Employed,33548,36,Married,1,Mortgage,0,23,102521,119002,7710.333333,4403,1426.501569,46.666666666666664
18,60633,506,Employed,24027,84,Single,2,Mortgage,0,33,55253,27533,5052.75,27720,621.7599734,46.666666666666664
31,60753,624,Employed,24703,60,Married,0,Own,0,30,205664,30461,5062.75,175203,631.5146338,46.666666666666664
29,44663,614,Employed,12753,36,Divorced,0,Own,0,13,80383,3472,3721.916667,76911,471.3393062,53.333333333333336
46,72353,572,Employed,27027,36,Single,4,Mortgage,0,31,27355,9936,6029.416667,17419,1024.105456,46.666666666666664
30,58862,586,Employed,21849,60,Single,4,Mortgage,0,14,79417,20596,2594.083333,58821,635.4334174,46.666666666666664
37,86932,543,Employed,21757,48,Married,2,Rent,0,27,124686,12443,7244.333333,112243,661.90332,60.0
58,102553,651,Employed,30768,60,Married,1,Own,0,30,180200,149670,8546.083333,30530,801.9022894,43.333333333333336
51,42426,589,Employed,14529,36,Married,0,Other,0,16,173785,30896,3535.5,142889,571.8823338,70.0
50,50226,579,Employed,29227,72,Single,1,Mortgage,1,19,91973,44918,4185.5,47055,843.3093621,63.33333333333333
34,15000,476,Employed,29546,36,Married,1,Mortgage,0,31,11796,22319,1250.0,2142,1273.221013,53.333333333333336
46,17048,609,Employed,19468,12,Married,2,Own,0,24,131111,18860,1420.666667,112251,1769.703278,53.333333333333336
37,66498,541,Employed,19238,120,Married,3,Mortgage,0,30,56891,20462,5541.5,36429,440.1257535,46.666666666666664
37,93994,533,Employed,20328,72,Single,1,Rent,0,21,97231,5096,7832.833333,92135,557.3824978,60.0
44,86195,626,Employed,18395,108,Married,3,Mortgage,0,30,35281,26883,7182.916667,8398,417.6797705,46.666666666666664
32,26835,647,Employed,13179,36,Married,1,Rent,0,25,27027,57165,2236.25,1850,462.5707438,66.66666666666666
57,207597,594,Employed,10629,48,Married,3,Rent,0,21,55222,21027,17299.75,34195,337.789452,56.666666666666664
38,81442,527,Employed,13073,96,Married,1,Own,0,24,119642,4599,6786.833333,115043,359.9905368,46.666666666666664
47,40089,642,Employed,52270,72,Divorced,1,Mortgage,0,20,917728,69333,3340.75,848395,1314.096951,20.0
57,52424,529,Employed,17095,36,Married,0,Own,1,26,105111,11496,4368.666667,93615,658.6473624,63.33333333333333
52,16397,500,Employed,17357,72,Married,4,Rent,0,23,166644,66548,1366.416667,100096,520.130553,70.0
23,29992,511,Employed,21070,60,Married,3,Rent,0,13,137345,184374,2499.333333,4869,614.5263491,66.66666666666666
45,84809,556,Employed,40346,84,Single,0,Rent,0,18,32648,79315,7067.416667,7155,1100.700426,60.0
50,62805,624,Employed,15685,48,Single,3,Mortgage,0,18,130505,13118,5233.75,117387,481.2591805,50.0
50,177708,591,Employed,22459,48,Widowed,1,Mortgage,0,21,48951,4860,14809.0,44091,701.8153883,43.333333333333336
26,23952,615,Employed,9616,84,Single,4,Rent,0,25,52452,10054,1996.0,42398,243.9909407,66.66666666666666
32,56155,634,Employed,9675,60,Single,0,Own,0,23,33822,82583,4679.583333,10490,234.3221137,46.666666666666664
51,26746,592,Employed,17623,48,Married,0,Mortgage,0,29,145575,10606,2228.833333,134969,554.0812662,56.666666666666664
30,93220,581,Employed,19200,60,Married,1,Rent,0,26,109986,70760,7768.333333,39226,547.5787327,60.0
36,52607,615,Employed,21778,48,Married,0,Mortgage,0,33,161608,53745,4383.916667,107863,699.6615637,46.666666666666664
58,61197,652,Employed,24077,48,Single,0,Mortgage,0,29,69999,50578,5099.75,19421,736.0336244,50.0
39,42254,564,Employed,32485,60,Married,0,Rent,0,23,24688,4833,3521.166667,19855,956.559531,66.66666666666666
31,25970,566,Employed,15213,36,Married,3,Mortgage,0,25,132712,13403,2164.166667,119309,562.3839114,53.333333333333336
29,90821,520,Employed,21025,60,Married,2,Mortgage,0,28,193278,18975,7568.416667,174303,606.3470709,46.666666666666664
43,59227,633,Self-Employed,16316,60,Divorced,0,Mortgage,0,22,32401,21534,4935.583333,10867,448.6541084,46.666666666666664
24,63162,606,Employed,36534,72,Married,2,Own,0,19,104741,35767,5263.5,68974,952.2334147,46.666666666666664
37,74155,560,Employed,15256,96,Married,0,Rent,0,22,127460,19247,6179.583333,108213,396.4842196,60.0
43,26379,610,Employed,52056,60,Married,1,Own,0,28,92287,46985,2198.25,45302,1495.860054,53.333333333333336
55,195596,614,Employed,23013,60,Married,1,Rent,0,28,86018,20021,16299.66667,65997,685.7682563,56.666666666666664
48,163396,464,Employed,25617,24,Married,1,Mortgage,1,15,24180,13011,13616.33333,11169,1440.410808,53.333333333333336
31,37613,554,Employed,5964,24,Married,1,Mortgage,0,25,27596,34813,3134.416667,6307,300.4949401,53.333333333333336
54,36280,475,Employed,22641,48,Widowed,0,Own,0,24,75030,7635,3023.333333,67395,776.0991262,56.666666666666664
36,82291,544,Employed,19950,36,Married,3,Mortgage,0,20,227933,8377,6857.583333,219556,774.7665293,46.666666666666664
25,78488,561,Employed,12559,96,Married,0,Mortgage,0,26,22519,8995,6540.666667,13524,325.8912495,46.666666666666664
37,152581,612,Employed,6201,48,Single,0,Own,0,26,109057,42451,12715.08333,66606,183.5786464,40.0
57,74548,522,Employed,12520,36,Married,0,Mortgage,0,23,89768,156207,6212.333333,9105,475.6546132,50.0
41,44728,576,Employed,21066,36,Divorced,0,Rent,0,20,217832,21885,3727.333333,195947,774.06153,66.66666666666666
40,58511,623,Employed,14701,60,Single,0,Rent,0,32,279049,8283,4875.916667,270766,420.0196959,40.0
59,17249,608,Employed,39680,24,Single,3,Own,0,32,117294,30792,1437.416667,86502,2049.45813,56.666666666666664
22,33305,528,Employed,20265,24,Married,3,Other,1,24,85279,90501,2775.416667,4496,1045.510606,80.0
24,51606,501,Employed,29878,60,Married,4,Own,0,19,147328,73416,4300.5,73912,970.8703123,46.666666666666664
20,15000,500,Employed,17524,24,Single,4,Mortgage,0,24,9363,43947,1250.0,3746,941.272219,53.333333333333336
44,59827,565,Employed,18795,48,Single,0,Mortgage,0,21,67645,4567,4985.583333,63078,588.8764762,46.666666666666664
41,35265,598,Employed,45847,36,Divorced,2,Own,0,21,47730,15577,2938.75,32153,1751.562884,53.333333333333336
58,146552,593,Employed,33538,60,Divorced,1,Mortgage,0,30,39219,108301,12212.66667,10313,985.9066782,43.333333333333336
42,38480,574,Employed,18109,108,Divorced,5,Other,0,25,9982,6194,3206.666667,3788,507.1197069,66.66666666666666
35,34094,527,Employed,58697,96,Married,1,Other,0,29,288320,10424,2841.166667,277896,1668.690818,46.666666666666664
40,36278,557,Employed,11855,108,Married,3,Mortgage,0,19,506798,2204,3023.166667,504594,284.3981036,20.0
41,50391,611,Employed,12688,36,Widowed,0,Own,0,25,67720,4440,4199.25,63280,471.129153,46.666666666666664
19,68604,462,Employed,15631,72,Married,0,Mortgage,0,16,79044,40398,5717.0,38646,440.8032891,46.666666666666664
72,61129,663,Employed,32448,36,Single,2,Rent,0,20,115606,88550,5094.083333,27056,1125.024188,63.33333333333333
46,49698,554,Employed,19698,60,Single,0,Other,0,18,51599,5020,4141.5,46579,594.7461629,66.66666666666666
42,86273,613,Employed,15395,36,Married,2,Rent,1,19,173019,11332,7189.416667,161687,537.9741753,73.33333333333333
47,44648,535,Employed,9759,96,Married,3,Rent,0,19,45214,15101,3720.666667,30113,291.6979597,66.66666666666666
48,80364,594,Unemployed,35060,36,Married,0,Rent,0,30,36563,2081,6697.0,34482,1281.100871,73.33333333333333
38,44809,641,Employed,25519,60,Married,1,Mortgage,0,19,107211,6077,3734.083333,101134,698.7871515,53.333333333333336
32,52558,573,Employed,13072,60,Single,0,Mortgage,0,34,16827,47326,4379.833333,10298,393.9603049,46.666666666666664
47,127122,490,Employed,14103,36,Single,2,Own,0,24,28551,4531,10593.5,24020,540.8688454,40.0
44,65599,504,Employed,18301,72,Divorced,0,Rent,0,38,138720,16488,5466.583333,122232,474.6595087,60.0
30,15000,504,Employed,13681,84,Married,1,Mortgage,0,34,94795,36109,1250.0,58686,364.429449,53.333333333333336
57,77194,641,Employed,15096,36,Married,1,Rent,0,24,113596,13559,6432.833333,100037,538.2341648,63.33333333333333
43,26536,586,Employed,28220,36,Single,1,Own,0,23,44930,56205,2211.333333,8363,1132.640927,53.333333333333336
48,30720,650,Employed,18113,36,Divorced,1,Mortgage,0,28,21514,16198,2560.0,5316,657.2604169,53.333333333333336
56,91307,542,Employed,33258,24,Married,3,Mortgage,0,32,129639,8108,7608.916667,121531,1709.118844,50.0
40,24842,522,Employed,11512,36,Single,1,Mortgage,0,28,42687,20330,2070.166667,22357,448.8510567,53.333333333333336
43,32660,594,Employed,44343,60,Married,0,Other,0,19,37158,33055,2721.666667,4103,1382.379772,66.66666666666666
49,59409,624,Employed,23206,72,Single,3,Mortgage,0,23,50376,22542,4950.75,27834,539.7952314,46.666666666666664
31,21559,467,Employed,18493,108,Married,0,Own,1,28,280259,6498,1796.583333,273761,452.3726529,46.666666666666664
40,20411,597,Employed,10304,48,Married,0,Mortgage,0,18,99256,10315,1700.916667,88941,326.5726205,53.333333333333336
41,70996,636,Employed,27760,36,Single,3,Mortgage,1,29,69892,21449,5916.333333,48443,971.8535292,60.0
28,59120,445,Employed,17862,36,Divorced,2,Mortgage,0,19,26628,17904,4926.666667,8724,730.0241578,46.666666666666664
67,116523,560,Employed,39928,12,Single,0,Other,0,28,42866,4214,9710.25,38652,3736.220447,56.666666666666664
23,22455,599,Employed,48477,108,Widowed,1,Mortgage,0,28,21619,26665,1871.25,10484,1197.672452,53.333333333333336
24,50344,535,Employed,20937,60,Single,3,Other,0,19,107764,30686,4195.333333,77078,565.9330086,60.0
55,38356,633,Self-Employed,41000,12,Married,5,Rent,0,26,167684,15842,3196.333333,151842,3761.916503,70.0
48,35644,592,Employed,20900,36,Married,2,Mortgage,0,26,8881,5929,2970.333333,2952,809.665199,53.333333333333336
27,31075,540,Employed,24733,36,Divorced,3,Rent,0,34,56407,5867,2589.583333,50540,943.9627212,66.66666666666666
47,15000,599,Employed,45967,60,Single,0,Rent,0,18,83224,2115,1250.0,81109,1344.424691,73.33333333333333
57,28987,547,Self-Employed,52879,48,Single,5,Rent,0,21,95029,1924,2415.583333,93105,1802.821996,80.0
39,19507,573,Employed,25109,60,Single,2,Mortgage,1,19,55566,14710,1625.583333,40856,724.5711077,66.66666666666666
71,99608,591,Employed,32192,48,Single,2,Rent,0,20,293025,13031,8300.666667,279994,1040.805532,43.333333333333336
19,55207,599,Employed,59829,72,Divorced,3,Rent,0,31,35915,25267,4600.583333,10648,1504.205919,66.66666666666666
48,21878,616,Employed,15515,72,Married,2,Own,0,22,22975,94488,1823.166667,4889,393.2710723,53.333333333333336
53,97733,596,Employed,19137,60,Single,1,Mortgage,0,33,298696,16362,8144.416667,282334,544.7479203,30.0
50,33212,599,Employed,52675,96,Divorced,1,Rent,0,33,66212,43154,2767.666667,23058,1530.894164,80.0
37,23789,547,Self-Employed,34219,24,Married,0,Own,0,21,280716,8842,1982.416667,271874,1877.53526,33.33333333333333
36,19170,522,Employed,15714,36,Single,3,Own,0,29,85087,9246,1597.5,75841,627.9607022,53.333333333333336
45,27533,552,Employed,31596,48,Married,2,Rent,1,12,83917,12047,2294.416667,71870,1014.837359,80.0
49,64447,569,Employed,30217,36,Single,1,Own,0,21,13643,17775,5370.583333,4842,1232.927246,46.666666666666664
47,96667,591,Employed,13090,108,Single,0,Other,0,30,44171,23286,8055.583333,20885,286.4710368,60.0
52,51608,635,Employed,29912,60,Married,2,Rent,0,23,34683,30575,4300.666667,4108,817.9910367,63.33333333333333
27,28742,473,Employed,49371,48,Divorced,1,Own,0,30,65919,27622,2395.166667,38297,1838.89408,53.333333333333336
37,65634,555,Employed,39394,36,Married,1,Rent,0,19,35256,12117,5469.5,23139,1459.039409,60.0
28,36604,530,Employed,12661,48,Married,1,Rent,0,25,30797,5020,3050.333333,25777,430.38775,66.66666666666666
35,17417,521,Unemployed,22337,84,Single,0,Mortgage,0,30,56435,155931,1451.416667,10502,655.6241407,66.66666666666666
52,41697,610,Unemployed,11302,36,Married,2,Other,0,19,67946,40267,3474.75,27679,421.2996935,83.33333333333334
41,30964,601,Employed,18022,12,Married,1,Rent,0,18,49350,8205,2580.333333,41145,1685.91357,66.66666666666666
71,58887,648,Employed,13453,60,Single,3,Mortgage,0,21,13587,12162,4907.25,1425,345.4086309,50.0
42,32640,580,Employed,20107,96,Single,4,Mortgage,1,29,380681,300440,2720.0,80241,506.7558867,66.66666666666666
40,21985,542,Employed,29044,12,Divorced,3,Own,0,22,34928,11617,1832.083333,23311,2720.527599,53.333333333333336
41,121487,589,Employed,38819,120,Married,1,Other,0,22,61605,13306,10123.91667,48299,1065.113002,53.333333333333336
32,43186,535,Employed,30528,96,Married,2,Own,0,26,33095,1918,3598.833333,31177,797.8484354,53.333333333333336
39,59448,554,Employed,34476,60,Widowed,0,Mortgage,0,27,60115,72306,4954.0,1248,1016.667963,46.666666666666664
53,51326,531,Employed,21631,60,Single,0,Other,0,17,94921,10888,4277.166667,84033,627.7212733,63.33333333333333
41,87716,436,Employed,31000,24,Married,0,Mortgage,0,24,25513,17039,7309.666667,8474,1680.544392,46.666666666666664
30,42869,598,Unemployed,10147,36,Single,2,Mortgage,0,27,90585,21194,3572.416667,69391,375.646187,66.66666666666666
28,96585,606,Employed,22423,36,Widowed,2,Rent,0,17,128034,16169,8048.75,111865,820.6792427,60.0
34,15000,593,Employed,15947,72,Divorced,2,Mortgage,0,31,323100,23337,1250.0,299763,450.6173288,33.33333333333333
40,39303,540,Employed,12750,96,Single,0,Rent,0,25,70936,14814,3275.25,56122,296.0077591,66.66666666666666
54,69038,608,Employed,18058,36,Single,2,Own,0,28,23343,28554,5753.166667,6569,673.1795829,50.0
23,47554,452,Employed,23743,72,Married,3,Mortgage,0,27,30644,3822,3962.833333,26822,726.9730818,53.333333333333336
36,27904,602,Unemployed,29700,12,Divorced,2,Mortgage,0,29,22541,5454,2325.333333,17087,2706.802952,66.66666666666666
41,43533,597,Employed,15676,36,Married,1,Rent,0,27,62448,58972,3627.75,3476,578.7769299,66.66666666666666
18,23934,550,Employed,15248,24,Widowed,0,Mortgage,0,28,62857,26959,1994.5,35898,793.8803921,53.333333333333336
29,56600,538,Employed,32665,48,Divorced,1,Mortgage,0,20,73068,25570,4716.666667,47498,1110.024221,46.666666666666664
31,70798,574,Employed,12108,96,Married,3,Mortgage,0,25,104936,12859,5899.833333,92077,301.845981,46.666666666666664
30,17425,522,Employed,6413,36,Single,2,Mortgage,0,23,43567,13673,1452.083333,29894,234.3010221,53.333333333333336
42,69669,643,Employed,70241,12,Divorced,0,Mortgage,0,32,68862,9851,5805.75,59011,6523.081301,46.666666666666664
38,36253,586,Employed,21068,96,Married,2,Mortgage,0,27,68271,5281,3021.083333,62990,510.1480292,53.333333333333336
33,129003,533,Employed,20434,72,Divorced,0,Mortgage,0,18,25272,18244,10750.25,7028,619.5183287,40.0
45,59734,599,Employed,47715,60,Divorced,1,Mortgage,0,25,64339,52012,4977.833333,12327,1451.330981,46.666666666666664
60,51041,634,Employed,21903,12,Single,2,Mortgage,0,23,35286,57211,4253.416667,7378,2005.495722,50.0
